Modified:,2025,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
11,Follow-up,,,,How do you integrate this with daily life?,,Everyday life,Monastic life,Saṅgha,Buddha/Biography,Liberation,Recollection/Saṅgha,Culture/West,,,,,,
11,Fragment,,34:19,37:27,,,,,,,,,,,,,,,
11,Comment,,,,I work with human potential in children and their families....It's so segregated...in the educational system there is no spiritual element.,,Children,Education,,,,,,,,,,Education,110
11,Response,-,,,,AA;AP,Western psychology,Learning,City of Ten Thousand Buddhas,Culture/West,,,,,,,,,
11,Reference,--,,,"_Beyond_, p. [441](Happily Ever After p. 441) in [Happily Ever After]().",,,,,,,,,,,,,,
11,,,37:30,41:11,"Did you say, 'Nibbāna is the source of all virtue?'",AA;AKc,Nibbāna,Virtue,,,Ven. Nāgasena,,,,,,,,
11,Indirect quote,,,,"Nibbāna, once realized, is the source of the beauty of the virtues of all living beings.|Mil 320, quoted in The Island p. 38.",,,,,,,,,,,,,,
11,Follow-up,,,,"Can you reflect on this? It doesn't quite fit with the Unconditioned, unformed, no footing....",,Unconditioned,,,,,,,,,,,,
11,Response,-,,,,AA,Arahant,Virtue,,,,,,,,,,,
11,Sutta,--,,,AN 9.7-8: What an arahant can't do.,,,,,,,,,,,,,,
11,Sutta,--,,,AN 3.7: Uposatha Sutta.,,,,,,,,,,,,,,
11,Response,-,,,,AP,Ajahn Mahā Boowa,Arahant,Compassion,,,,,,,,,,
12,Reading,s:,Session,,"from [The Island](), Chapter 4, pp. [70-75](The Island p. 70).",,,,,,,,,,,,,,
12,Reading,2,,,"Ven. P.A. Payutto, _Dependent Origination_, pp. 14-5.",,,,,,,,,,,,,,
12,Reading,2,,,"H.H. the Dalai Lama, _The Four Noble Truths_, pp. 53-57.",,,,,,,,,,,,,,
12,Sutta,s,,,"MN 52.4-14, AN 11.16; SN 22.81; MN 140.20-22.",,,,,,,,,,,,,,
12,,,7:04,8:29.5,Do I understand correctly from P. A. Payutto (quoted in The Island p. 69-71) that the impermanence aspect precedes the interdependence aspect of selflessness?,,P. A. Payutto,Impermanence,Not-self,,Characteristics of existence,,,,,,,,
12,Reading,,20:15.5,21:36,Reading from Just One More p. 16 quoting _The House at Pooh Corner_ by A. A. Milne.,,Winnie-the-Pooh,Sensual desire,Becoming,Craving,,,,,,,,,
12,Question,,26:05.5,26:34,What is the earliest source that mentions the three kinds of dukkha?,AA;AP,Suffering,,,,Tipiṭaka,,,,,,,,
12,Sutta,,,,SN 45.165.,,,,,,,,,,,,,,
12,,,26:36,27:36,"When you talked about the little girl crying, was she really crying because she was miserable?",,Suffering,Happiness,,,,,,,,,,,
12,Fragment,,17:09,18:39,,,,,,,,,,,,,,,
12,Story,,,,A little girl cries because she got what she wanted.,,Suffering,Desire,,,,,,,,,,,
12,,,36:24,39:37,"In one of the first readings [[Session 2, question 2](excerpt:WR2025_S02_F02) and [Session 3, question 3](excerpt:WR2025_S03_F03)] you mentioned momentary Nibbāna. How do jhānas relate to momentary Nibbāna?",AA;AP,Nibbāna,Jhāna,,,Clinging,Ajahn Chah,Liberation,,,,,,
12,Sutta,,,,MN 113.21: Don't be content with jhāna.,,,,,,,,,,,,,,
12,Sutta,,,,MN 26.15-16: Āḷāra Kālāma and Uddaka Rāmaputta.,,,,,,,,,,,,,,
12,,,39:43,41:41,What would you say is the importance of experiencing the four immaterial jhānas? Is there the possibility of investigation in these states?,AA;AP,Formless attainments,Insight meditation,,,Thai Forest Tradition,Jhāna,Impermanence,Aggregates,,,,,
13,Reading,:,Session,,"from [The Island](), Chapter 4, pp. [80-82](The Island p. 80).",,,,,,,,,,,,,,
13,Reading,2,,,"Ajahn Chah, ‘Toward the Unconditioned,’ in _Food for the Heart_, pp. 385-9 and Collected Teachings pp. 383-400.",,,,,,,,,,,,,,
13,,,10:38,18:17,"A question about physical pain. Sometimes it feels like I can deal with a certain level of pain, but every now and again there's a level of pain that is too intense. Is there a technique for being okay with whatever level of pain?",AA;AP,Pain,,,,Aversion,Fear,Goodwill,Tranquility,Buddha/Biography,,,,
13,Sutta,,,,SN 36.6: The Arrow.,,,,,,,,,,,,,,
13,Sutta,s,,,"MN 53.5, AN 10.67, SN 35.243: Examples of the Buddha stretching his back.",,,,,,,,,,,,,,
13,Comment,,,,"In Viet Nam, native peasants needed less morphine than Americans paying for health care.",,Pain,Health care,,,,,,,,,,,
13,Response,-s,,,,AA;AKd,Attitude,Pain,Sickness,Health care,,,,,,,,,
13,,,18:18,25:52,"If the Unconditioned is above distinctions of right and wrong, how do you reconcile this with the fact that we live in a moralistic society? If you are not enlightened, how do you live with the truth of the Unconditioned?",AA;AP,Unconditioned,Virtue,,,Conventions,Dhamma,Vinaya,Buddha,Ven. Ananda Maitreya,,,,
13,Extra tags,,,,,,,,,,Clinging,Suffering,Recollection/Buddha,,,,,,
13,Append audio,,29:32,29:58,,,,,,,,,,,,,,,
13,Reference,,,,"""Still, Flowing Water"" in Collected Teachings p. 373.",,,,,,,,,,,,,,
13,Reference,,,,[Time and Timelessness]().,,,,,,,,,,,,,,
13,Reference,,,,"T. S. Elliot, _The Dry Salvages_.",,,,,,,,,,,,,,
13,Vinaya,,,,Mv 1: The story of the Buddha's enlightenment.,,,,,,,,,,,,,,
13,Reference,,,,Chanting Book p. 4: Recollection of the Buddha: vijjācaraṇa-sampanno.,,,,,,,,,,,,,,
13,Story,o,25:53,29:32,"Ajahn Mahā Boowa argues with Ajahn Mun, then can't access higher states of concentration.",AA,Ajahn Mahā Boowa,Ajahn Mun,Concentration,,Conceit,Insight meditation,,,,,,Ajahn Mahā Boowa,150
13,Story,,,,Mae Chee Kaew insisted that meditation connected with [supernatural] beings was the right way; Ajahn Mahā Boowa threw her out.,ASundara,Mae Chee Kaew,Ajahn Mahā Boowa,Non-human beings,Fierce/direct teaching,,,,,,,,,
13,,,33:44,38:51,One of the descriptions I've heard associated with stream entry is turning over or correcting something that was wrong....,,Stream entry,Similes,,,Sutta,,,,,,,,
13,Sutta,s,,,"DN 10, MN 100, SN 7.22, AN 8.11, and many others end with: ""...as if he were to place upright what was overturned....""",,,,,,,,,,,,,,
13,Follow-up,,,,Is there a description for the unfettering from sensual desire and ill-will?,,Non-return,Similes,,,,,,,,,,,
13,Response,s-,,,,AA;AKc,Brahma gods,Similes,Non-return,,,,,,,,,,
13,Sutta,--,,,AN 7.55: Chip from a heated metal bowl.,,,,,,,,,,,,,,
13,,,46:36,49:32.5,"Is there any other language that can describe things correctly? For example, mathematics or physics?",,Language,Unconditioned,Science,,Suchness,,,,,,,Unconditioned,110T
13,Sutta,,,,"Ud 3.10: ""Whatever you conceive it to be, it is ever other than that.""",,,,,,,,,,,,,,
13,Reference,,,,"""Suchness and the Square Root of Minus One,"" Happily Ever After p. 507.",,,,,,,,,,,,,,
14,Reading,s:,Session,,"from [The Island](), Chapter 4, pp. [82-86](The Island p. 82).",,,,,,,,,,,,,,
14,Reading,2,,,"Ajahn Chah, ‘Toward the Unconditioned,’ in _Food for the Heart_, pp. 385-91 and Collected Teachings pp. 383-400.",,,,,,,,,,,,,,
14,Reading,2,,,"Ajahn Chah, ‘Convention and Liberation,’ in _Food for the Heart_, p. 307 and Collected Teachings pp. 21-27.",,,,,,,,,,,,,,
14,,,15:57,18:45,When was the idea of merit [being like a celestial currency] incorporated into Buddhism?,AA;AKd;ASundara,Merit,History/Early Buddhism,,,Generosity,Happiness,,,,,,,
14,Sutta,,,,"Iti 22: ""Don't belittle merit.""",,,,,,,,,,,,,,
14,Sutta,,,,AN 7.52: Degrees of meritorious offerings.,,,,,,,,,,,,,,
14,,,32:01,38:54,"As the ten fetters start to be cut, can you expect to not get so lost in feelings and thoughts? Does the time you get lost reduce?",,Fetters,Heedlessness,,,Stream entry,Realms of existence,Non-return,Sensual desire,Ill-will,,,,
14,Extra tags,,,,,,,,,,Once return,Fame and disrepute,Conceit,Blame and praise,Craving for material existence,,,,
14,Extra tags,,,,,,,,,,Craving for immaterial existence,,,,,,,,
14,Reference,,,,"_Śhūrangama Sūtra_, Fifty Skandha Demon States.",,,,,,,,,,,,,,
14,,,38:56,40:54,I heard somewhere that the Buddha regretted giving the teaching on the Ten Fetters. Is this true?,,Fetters,Buddha/Biography,,,Great disciples,Rebirth,Realms of existence,,,,,,
14,Sutta,,,,AN 9.12 Sariputta asks the Buddha whether anyone still subject to rebirth is safe from the lower realms.,,,,,,,,,,,,,,
14,Sutta,,,,"MN 39: Don't be content with virtue, etc.",,,,,,,,,,,,,,
15,Reading,s:,Session,,"from [The Island](), Chapter 5, pp. [87-92](The Island p. 87).",,,,,,,,,,,,,,
15,Reading,2,,,"Nyaṇatiloka Bhikkhu, _Buddhist Dictionary_, p. 106.",,,,,,,,,,,,,,
15,Sutta,s,,,MN 140.31; Dhp 21; AN 6.49; SN 22.49; SN 1.20; Nid 80.226; MN 144.9; SN 22.59 (also at Mv 1.6).,,,,,,,,,,,,,,
15,,,7:36,12:32,"For those who accept only the three-lifetime interpretation of Dependent Origination, how do they interpret the arising of contact and feeling?",,Dependent origination,Rebirth,Contact,Feeling,P. A. Payutto,Tipiṭaka,Commentaries,Ajahn Buddhadāsa,,,,,
15,Commentary,,,,Path of Purification pp. 533-608: Dependent Origination.,,,,,,,,,,,,,,
15,Sutta,,,,"MN 140.31: ""The sage at peace is not born, does not age, and does not die.""",,,,,,,,,,,,,,
15,Indirect quote,,,,"I don't deny that the Buddha speaks about past life and present life and future life, but in most circumstances that's irrelevant.|Ajahn Buddhadāsa|answering a sincere inquiry about rebirth.",,Ajahn Buddhadāsa,Rebirth,Tipiṭaka,,,,,,,,,,
15,Comment,s,12:35,14:57,about Ajahn Sumedho's deepmphasis of rebirth in teachings about Dependent Origination.,ASundara;AA,Ajahn Sumedho,Rebirth,Dependent origination,,Bhikkhu Bodhi,Ajahn Buddhadāsa,,,,,,,
15,,,14:58,20:46,Does the Buddha speak about karma in relation to the family we find ourselves in?,,Tipiṭaka,Kamma,Family,,Jātaka Tales,Great disciples,Rebirth,Buddha/Biography,Previous Buddhas,,,,
15,Extra tags,,,,,,,,,,Ajahn Sumedho,,,,,,,,
15,Sutta,,,,MN 81 Ghaṭīkāra Sutta,,,,,,,,,,,,,,
15,Story,,,,An eight-year-old girl remembers being her grandmother's mother.,,Rebirth,,,,,,,,,,,,
15,,,29:35,33:37,"I've been pondering Ajahn Chah's phrase, 'Right but not true; true but not right.' I've never been able to figure our 'Right but not true....'",,Ajahn Chah,Truth,,,Clear comprehension,,,,,,,,
15,Indirect quote,,,,You are right in fact but wrong in Dhamma.|Ajahn Chah,,Ajahn Chah,Truth,Dhamma,,,,,,,,,,
15,Story,,,,Ajahn Sumedho reports Ajahn Buddhadāsa's different approach to Vinaya to Ajahn Chah.,,Ajahn Sumedho,Ajahn Buddhadāsa,Vinaya,Ajahn Chah,,,,,,,,,
15,Story,,,,Ajahn Sumedho criticizes an outspoken monk's loud speech at Paṭimokkha. The monk leaves Wat Pah Pong soon after.,,Ajahn Sumedho,Harsh speech,Admonishment/feedback,Ajahn Chah,,,,,,,,,
15,Teaching,,39:27,44:38.5,Three kinds of selfing.,,Self-identity view,Not-self,,,Commentaries,Insight meditation,Relinquishment,,,,,,
15,Sutta,,,,SN 22.59 Anattalakkhaṇa Sutta ([Chanting book translation](Chanting Book V2 p. 14)).,,,,,,,,,,,,,,
16,Reading group,,Session,,,,,,,,,,,,,,,,
16,Reading,s:2,,,"[The Island](), Chapter 5, pp. [92-96](The Island p. 92) and [108-109](The Island p. 108).",,,,,,,,,,,,,,
16,Sutta,s-,,,MN 102.23-4; AN 3.32; Ud 6.6; MN 2.7-8; SN 44.10; SN 22.15.,,,,,,,,,,,,,,
16,Sutta,,,,Snp 5.14: Udaya's Questions.,,,,,,,,,,,,,,
16,Comment,s,11:38,15:07,about the designations for the Five Hindrances and insight in Snp 5.14.,AA;AKd;AKc;AP,Hindrances,Insight meditation,,,Doubt,Ajahn Sumedho,Proliferation,Not-self,Great disciples,,,,
16,Sutta,,,,"AN 3.33, quoted in The Island p. 93.",,,,,,,,,,,,,,
16,,,23:30,31:47,"Does Ajahn Chah's phrase, 'Right in fact but wrong in Dhamma,' imply that there is an objective world of facts and then a world above that which is Dhamma?",AA;AP,Ajahn Chah,Truth,Dhamma,,Etymology,Conventions,Ajahn Sumedho,Harsh speech,,,,,
16,Note,,,,This phrase was discussed during the [previous session](excerpt:WR2025_S16_F03).,,,,,,,,,,,,,,
16,Story,s,,,about the Buddha's disciples who had killed people.,,Great disciples,Killing,,,,,,,,,,,
16,Sutta,-s,,,"MN 86: Aṅgulimāla Sutta; the story of Kuṇḍalakesī (Commentary to Dhp 102-103, Dhamma Verses Commentary p. 500).",,,,,,,,,,,,,,
16,Recollection,,,,The lay disciple Pansak would sometimes show up drunk after work and spend the night under Ajahn Chah's kuti.,AP,Lay supporters,Intoxicants,Ajahn Chah,,,,,,,,,,
16,Story,,,,The monk Por Suey had been a hit man hired to kill Ajahn Chah.,AP;AA,Ajahn Chah lineage,Crime,Ajahn Chah,Wat Pah Nanachat,,,,,,,,,
16,Comment,,35:48,38:08,The Scottish philosopher David Hume expressed his understanding of the nature of self similar to a Buddhist understanding.,,Philosophy,Not-self,,,Sense bases,Perception,,,,,,,
16,Reference,,,,"David Hume, _A Treatise of Human Nature_.",,,,,,,,,,,,,,
16,Comment,,38:12,39:39,MN 2.8 leaves out 'I perceive not-self with not-self' from its list of speculative view. My assumption is that this view is incorrect as well.,AKc,Views,Self-identity view,,,,,,,,,,,
16,Response,,,,,,,,,,,,,,,,,,
16,Discussion,,39:40,42:21,about possible connections between Western philosopy and Buddhism.,,Philosophy,History,Spiritual traditions,,,,,,,,,,
17,Reading group,,Session,,,,,,,,,,,,,,,,
17,Reading,s:2,,,"[The Island](), Chapter 5, pp. [96-101](The Island p. 96).",,,,,,,,,,,,,,
17,Reading,2-,,,"""[No-self or Not-self](https://www.dhammatalks.org/books/NobleStrategy/Section0014.html)"" in [Noble Strategy]().",,,,,,,,,,,,,,
17,Sutta,s-,,,MN 1.3-194 (abridged); Ud 4.1 (also at AN 9.3); Ud 2.1.,,,,,,,,,,,,,,
17,Reading,2,,,"David Hume, _A Treatise of Human Nature_, Section 6.",,,,,,,,,,,,,,
17,Discussion,,7:08.5,12:52,about why the bhikkhus did not approve of the Buddha's teachings in the Mūlapariyāya Sutta (MN 1).,,Teaching Dhamma,Blame and praise,,,Culture/India,Tipiṭaka,Right View,Hinduism,,,,,
17,,,18:56.5,20:20,"I didn't understand what was meant by inferences [in ""[No-self or Not-self](https://www.dhammatalks.org/books/NobleStrategy/Section0014.html)"" by Ajahn Ṭhānissaro].",,,,,,Teaching Dhamma,Hearing the true Dhamma,Suffering,,,,,,
17,Comment,,29:59,31:13,Anattā is a middle-way word between atthā and niratthā.,AP,Pāli,Etymology,Middle Path,,Right View,,,,,,,,
17,,,34:08,35:26,How does [the preceding discussion of insight meditation] differ from sakkāyādiṭṭhi?,,Self-identity view,Insight meditation,,,Pāli,Etymology,Not-self,,,,,,
17,,,35:27,36:21,"Is no-self in the observer? ...I find myself noticing the observer, and then I find myself noticing that I'm noticing, and then I get in a tangle.",,Not-self,Perception,Proliferation,,Humor,,,,,,,,
17,,,36:21,36:55,Could sakkāyadiṭṭhi also mean viewing someone else as having a self?,,Self-identity view,,,,,,,,,,,,
18,Reading,s:,Session,,"from [The Island](), Chapter 5, pp. [101-105](The Island p. 101).",,,,,,,,,,,,,,
18,Sutta,s,,,Ud 3.10; Iti 58; MN 22.37; MN 22.20; AN 6.101.,,,,,,,,,,,,,,
18,Reading,2,,,"Ajahn Sucitto, _The Dawn of the Dhamma_, p. 97.",,,,,,,,,,,,,,
18,Reading,2,,,"Ajahn Chah, ‘No Abiding,’ in _Food for the Heart_, p. 316 and Collected Teachings p. 33.",,,,,,,,,,,,,,
18,,,9:53,11:36,"When we immerse and lose ourselves in a book or movie, is this the craving or thirst for non-being?",,Craving not to become,,,,Kamma,Volition,Restlessness and worry,,,,,Craving not to become,110
18,Sutta,,,,AN 6.63.33: Kamma is intention.,,,,,,,,,,,,,,
18,,,13:16,19:18,I've been noticing during meditation that my mind goes a lot into planning. Can you consider this bhavataṇha?,,Becoming,Proliferation,,,Volition,Discernment,Ajahn Amaro,Habits,Amaravati,,,,
18,Extra tags,,,,,,,,,,Building projects,Suffering,,,,,,,
18,Indirect quote,,27:26,28:29,"Oh, what joy to know that there is no happiness in the world!|Caption beneath a painting of a dancing monk at Suan Mokh Monastery",,Happiness,Artistic expression,Wat Suan Mokkh,,Ajahn Buddhadāsa,,,,,,,,
18,,,42:41,44:04,"You mentioned that the Vedic tradition describes reaching the Atman as pure consciousness, awake, and blissful. How is that different from what Luang Por Sumedho always describes pure consciousness, awake, and blissful as the ultimate state?",,Hinduism,Ajahn Sumedho,Unestablished consciousness,,Language,,,,,,,,
18,Sutta,s,,,"DN 11.85, MN 49.25.",,,,,,,,,,,,,,
18,Story,,44:06,45:47,The parents of a four-year-old wish their child to attain Nibbāna in this life.,AKc,Parents,Nibbāna,Desire,,,,,,,,,,
18,Response,,,,,,Nibbāna,Happiness,,,,,,,,,,,
19,Reading,s:,Session,,"from [The Island](), Chapter 5, pp. [105-109](The Island p. 105).",,,,,,,,,,,,,,
19,Sutta,s,,,"MN 75.12; MN 74.2-5; MN 102.12; Iti 49; SN 12.15, SN 22.90.",,,,,,,,,,,,,,
19,Vinaya,,,,Mv 1.6 (also at SN 22.59).,,,,,,,,,,,,,,
19,Comment,,5:15,6:18,"This reading about the bliss of Nibbāna (The Island p. 105; MN 75.12) reminds me of the monk who had previously been a king who went about saying 'Oh, what bliss!'",,Nibbāna,Happiness,Great disciples,Royalty,,,,,,,,,
19,Sutta,,,,Ud 2.10.,,,,,,,,,,,,,,
19,Response,,,,,,,,,,,,,,,,,,
19,,,14:10,24:23,"You could have a reasonable intention to stop a habit or stop seeing someone. By telling yourself, 'I want to stop,' you identify with the object. But you can go round and round and round thinking about it....",,Spiritual friendship,Volition,Self-identity view,Proliferation,Right Effort,Mindfulness,Discernment,Attitude,Becoming,,,,
19,Sutta,,,,Snp 2.4: Maṅgala Sutta.,,,,,,,,,,,,,,
19,Simile,,,,Stinging nettles and dead nettles together in the same hedgerow.,,Similes,,,,,,,,,,,,
19,Indirect quote,,,,I am an unenlightened person who has to do something now to become enlightened in the future.|a paradigm based on self-view pointed out by Ajahn Sumedho,,Ajahn Sumedho,Liberation,Self-identity view,,,,,,,,,,
19,Follow-up,,,,The only arbiter [of whether intention is based on self-view or wisdom] is your own experience....,,Volition,Self-reliance,,,,,,,,,,,
19,Response,-,,,,AA,Teaching Dhamma,,,,,,,,,,,,
19,Sutta,--,,,AN 9.3 Meghiya Sutta.,,,,,,,,,,,,,,
19,Response,-,,,,AP,Skillful qualities,Unskillful qualities,,,,,,,,,,,
19,,,30:19,39:23,"I don't have any clear memory of past lives, and I'm happy not to overly speculate about that. But some monks suggested that you need to take on the doctrine of rebirth as part of Right View. Do you have any thoughts about this?",AA;AKd,Rebirth,Right View,,,Self-reliance,Ajahn Amaro,Four Noble Truths,Ajahn Chah,Becoming,,,Rebirth,200
19,Sutta,,,,MN 117.6: Definition of Right View.,,,,,,,,,,,,,,
19,Indirect quote,,,,"You don't have to believe in past lives or future lives in order to be a practicing Buddhist, do you?|The Dalai Lama",AA,Dalai Lama,Rebirth,Buddhist identity,,,,,,,,,,
19,Story,,,,"Ajahn Chah describes the supernatural beings who live at Wat Pah Pong to two sincere Dhamma practitioners, then refuses to answer inquiries about this topic by a group from Bangkok.",AP,Ajahn Chah,Non-human beings,Wat Pah Pong,Self-reliance,,,,,,,,,
19,,,45:03,50:00,"Is it correct that name-and-form and consciousness can't be separated, contact and feeling can't be separated, and the same for becoming and birth? Is it correct that those links can't be interrupted?",,Dependent origination,,,,Tipiṭaka,Conditionality,Ajahn Sumedho,Direct experience,,,,,
19,Sutta,,,,DN 15: Mahānidāna Sutta.,,,,,,,,,,,,,,
19,Reference,,,,"""Hetu paccayo...,"" Funeral Chanting in Chanting Book V2 p. 66.",,,,,,,,,,,,,,
19,Sutta,,,,"MN 43.9: Feeling, perception, and consciousness are conjoined.",,,,,,,,,,,,,,
20,Reading,s:,Session,,"from [The Island](), Chapter 5, pp. [109-112](The Island p. 109).",,,,,,,,,,,,,,
20,Reading,2,,,"Ācariya Nāgārjuna, Mūlamadhyamaka-kārikā, Ch.15.",,,,,,,,,,,,,,
20,Sutta,s,,,MN 49.27; SN 5.10.,,,,,,,,,,,,,,
20,Reading,2,,,"_Spiritual Autobiography_, Ajahn Chah.",,,,,,,,,,,,,,
20,Comment,,10:22,13:32,"When you were reading from the passage from Ācariya Nāgārguna's Mūlamadhyamaka-kārikā (quoted in The Island p. 109), it struck me that the use of the word essence is equivalent to the way the Buddha uses the word self.",,Acariya Nāgārguna,Language,Self-identity view,,Mahāyāna,Philosophy,,,,,,,
20,Sutta,,,,SN 5.10: The Bhikkhunī Vajirā.,,,,,,,,,,,,,,
20,,,28:50,32:14,I'm wondering if there is an evolutionary explanation for Nibbāna?,AP;AA,Science,Nibbāna,,,Suffering,Human,Environment,Killing,,,,,
20,,,32:17,40:32,"I have never come to the bottom of this self or not self, and I come to the point where I just give up. Should I worry?",AA;AP,Self-identity view,Not-self,,,Present moment awareness,Proliferation,Insight meditation,Knowing itself,Relinquishment,,,Self-identity view,250
20,Reflection,,,,This which knows the person is not a person.,AA,Personality,Not-self,,,,,,,,,,,
20,Follow-up,,,,This goes strongly against what we experience outside of Amaravati; in work life there is very strong identity. To find a balance is very challenging.,,,,,,,,,,,,,,
20,Response,-,,,"""Identification is the glue that holds suffering together.""",AP,Self-identity view,Suffering,Non-identification,,,,,,,,,,
20,Indirect quote,-,,,When were you ever made any the less by dying?|Jalāl al-Dīn Rūmī,AA,Jalāl al-Dīn Rūmī,Death,Relinquishment,Right View,,,,,,,,,
20,,,40:34,41:20,What is the meaning of dukkha?,,Suffering,,,,Etymology,,,,,,,Suffering,90
20,,,45:35,46:09,Is meditation mainly the process of just focusing on your breath and watching it?,,Meditation,,,,Mindfulness of breathing,Meditation/Techniques,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
22,Reading group,,Session,,,,,,,,,,,,,,,,
22,Reading,s:2,,,"[The Island](), Chapter 13, pp. [224-225](The Island p. 224).",,,,,,,,,,,,,,
22,Sutta,s-,,,AN 4.179; AN 10.60; AN 1.20.102.,,,,,,,,,,,,,,
22,Reading,2,,,xxxxx,,,,,,,,,,,,,,
23,Reading,s:,Session,,"from [The Island](), Chapter 13, pp. [226-230](The Island p. 226).",,,,,,,,,,,,,,
23,Sutta,s,,,Ud 5.5; AN 3.55; MN 26.19; Iti 54 & 55; MN 107.3-11; MN 73.14.,,,,,,,,,,,,,,
